scope,source_id,pipeline_key,dataset_id,name,sector_or_category,audit_status,current_status,current_role,load_state,signals_total,signals_required,signals_optional,output_evidence_refs,recommendation,relevance,reason,url
current_registry,higher_ed_directors,higher_ed_directors,muyy-6yw9,MEN_DIRECTIVOS_DE_INSTITUCIONES_DE_EDUCACIÓN_SUPERIOR,education,not_in_open_data_audit,partial,enrichment_only,not_loaded,0,0,0,8,keep_context,medium,Appears in generated public case evidence (8 refs) even though signal deps do not list it.,https://www.datos.gov.co/d/muyy-6yw9
current_registry,higher_ed_enrollment,higher_ed_enrollment,5wck-szir,MEN_MATRICULA_ESTADISTICA_ES,education,valid,partial,enrichment_only,not_loaded,0,0,0,96,keep_context,medium,Appears in generated public case evidence (96 refs) even though signal deps do not list it.,https://www.datos.gov.co/d/5wck-szir
current_registry,higher_ed_institutions,higher_ed_institutions,n5yy-8nav,MEN_INSTITUCIONES EDUCACIÓN SUPERIOR,education,valid,partial,enrichment_only,not_loaded,0,0,0,2,keep_context,medium,Appears in generated public case evidence (2 refs) even though signal deps do not list it.,https://www.datos.gov.co/d/n5yy-8nav
current_registry,igac_property_transactions,igac_property_transactions,7y2j-43cv,IGAC OIC - transacciones inmobiliarias,property,not_in_open_data_audit,partial,enrichment_only,not_loaded,1,0,1,0,keep_context,medium,Used as optional/supporting data by 1 signal(s).,https://www.datos.gov.co/d/7y2j-43cv
current_registry,mapa_inversiones_projects,mapa_inversiones_projects,,MapaInversiones - reporte proyectos datos básicos,budget,not_socrata,partial,enrichment_only,not_loaded,0,0,0,0,review_context,medium,"Useful enrichment category, but no direct current signal dependency/output evidence was found.",https://mapainversiones.dnp.gov.co/reportes/datosbasicos
current_registry,official_case_bulletins,official_case_bulletins,,Boletines oficiales de casos priorizados,case_events,not_socrata,partial,promoted,not_loaded,1,0,1,70,keep,high,"Promoted and visible in dependencies/output (1 signal refs, 70 evidence refs).",local://official_case_bulletins
current_registry,paco_sanctions,paco_sanctions,,PACO - sanciones y red flags,sanctions,not_socrata,partial,promoted,not_loaded,1,0,1,96,keep,core,"Core source in bootstrap; it anchors contracts, sanctions, or public-official identity for many signals.",https://portal.paco.gov.co/index.php?pagina=descargarDatos
current_registry,pte_sector_commitments,pte_sector_commitments,,PTE - compromisos por sector,budget,not_socrata,partial,enrichment_only,not_loaded,0,0,0,0,review_context,medium,"Useful enrichment category, but no direct current signal dependency/output evidence was found.",https://pte-prueba.azurewebsites.net/CompromisosVigenciaActualSector
current_registry,pte_top_contracts,pte_top_contracts,,PTE - 100 contratos más grandes,budget,not_socrata,partial,enrichment_only,not_loaded,0,0,0,0,review_context,medium,"Useful enrichment category, but no direct current signal dependency/output evidence was found.",https://pte-prueba.azurewebsites.net/ContratosMasGrandes
current_registry,registraduria_death_status_checks,registraduria_death_status_checks,,Registraduria - checks de defuncion y vigencia,identity,not_socrata,blocked_external,enrichment_only,not_loaded,0,0,0,0,hold,blocked,External/manual access is blocked; not useful operationally until data can be lawfully and repeatably loaded.,https://www.registraduria.gov.co/Registro-de-defuncion.html
current_registry,rues_chambers,rues_chambers,,RUES - camaras de comercio,identity,not_socrata,partial,enrichment_only,not_loaded,0,0,0,0,review_context,medium,"Useful enrichment category, but no direct current signal dependency/output evidence was found.",https://rues.org.co/GuiaUsuarioPublico/
current_registry,secop_budget_commitments,secop_budget_commitments,skc9-met7,SECOP II - Compromisos Presupuestales,contracts,valid,partial,enrichment_only,not_loaded,1,0,1,0,keep_context,medium,Used as optional/supporting data by 1 signal(s).,https://www.datos.gov.co/d/skc9-met7
current_registry,secop_cdp_requests,secop_cdp_requests,a86w-fh92,SECOP II - Solicitudes CDPs,contracts,valid,partial,enrichment_only,not_loaded,0,0,0,27,keep_context,medium,Appears in generated public case evidence (27 refs) even though signal deps do not list it.,https://www.datos.gov.co/d/a86w-fh92
current_registry,secop_contract_additions,secop_contract_additions,cb9c-h8sn,SECOP II - Adiciones,contracts,valid,partial,promoted,not_loaded,2,1,1,0,keep,high,Required by 1 signal(s); removing it breaks materialization.,https://www.datos.gov.co/d/cb9c-h8sn
current_registry,secop_contract_execution,secop_contract_execution,mfmm-jqmq,SECOP II - Ejecución Contratos,contracts,valid,partial,promoted,not_loaded,2,2,0,0,keep,high,Required by 2 signal(s); removing it breaks materialization.,https://www.datos.gov.co/d/mfmm-jqmq
current_registry,secop_contract_modifications,secop_contract_modifications,u8cx-r425,SECOP II - Modificaciones a contratos,contracts,not_in_open_data_audit,partial,enrichment_only,not_loaded,1,0,1,0,keep_context,medium,Used as optional/supporting data by 1 signal(s).,https://www.datos.gov.co/d/u8cx-r425
current_registry,secop_contract_suspensions,secop_contract_suspensions,u99c-7mfm,SECOP II - Suspensiones de Contratos,contracts,valid,partial,promoted,not_loaded,1,0,1,0,keep,high,"Promoted and visible in dependencies/output (1 signal refs, 0 evidence refs).",https://www.datos.gov.co/d/u99c-7mfm
current_registry,secop_additional_locations,secop_additional_locations,wwhe-4sq8,SECOP II - Ubicaciones Adicionales,contracts,valid,partial,enrichment_only,loaded,0,0,0,0,review_or_drop,low,Implemented but not clearly used by current signals or visible outputs.,https://www.datos.gov.co/d/wwhe-4sq8
current_registry,secop_document_archives,secop_document_archives,dmgg-8hin,SECOP II - Archivos Descarga Desde 2025,contracts,valid,partial,enrichment_only,loaded,0,0,0,0,review_or_drop,low,Implemented but not clearly used by current signals or visible outputs.,https://www.datos.gov.co/d/dmgg-8hin
current_registry,secop_execution_locations,secop_execution_locations,gra4-pcp2,SECOP II - Ubicaciones ejecucion contratos,contracts,not_in_open_data_audit,partial,enrichment_only,not_loaded,0,0,0,4,keep_context,medium,Appears in generated public case evidence (4 refs) even though signal deps do not list it.,https://www.datos.gov.co/d/gra4-pcp2
current_registry,secop_i_historical_processes,secop_i_historical_processes,qddk-cgux,SECOP I - Procesos de Compra Pública Histórico,contracts,not_in_open_data_audit,partial,promoted,loaded,0,0,0,1098,keep,high,"Promoted and visible in dependencies/output (0 signal refs, 1098 evidence refs).",https://www.datos.gov.co/d/qddk-cgux
current_registry,secop_i_resource_origins,secop_i_resource_origins,3xwx-53wt,SECOP I - Origen de los Recursos,contracts,valid,partial,enrichment_only,loaded,0,0,0,0,review_or_drop,low,Implemented but not clearly used by current signals or visible outputs.,https://www.datos.gov.co/d/3xwx-53wt
current_registry,secop_ii_contracts,secop_ii_contracts,jbjy-vk9h,SECOP II - Contratos Electrónicos,contracts,valid,partial,promoted,not_loaded,20,19,1,0,keep,core,"Core source in bootstrap; it anchors contracts, sanctions, or public-official identity for many signals.",https://www.datos.gov.co/d/jbjy-vk9h
current_registry,secop_ii_processes,secop_ii_processes,p6dx-8zbt,SECOP II - Procesos de Contratación,contracts,valid,partial,promoted,not_loaded,4,3,1,5,keep,high,Required by 3 signal(s); removing it breaks materialization.,https://www.datos.gov.co/d/p6dx-8zbt
current_registry,secop_integrado,secop_integrado,rpmr-utcd,SECOP Integrado,contracts,not_in_open_data_audit,partial,promoted,not_loaded,9,7,2,2840,keep,core,"Core source in bootstrap; it anchors contracts, sanctions, or public-official identity for many signals.",https://www.datos.gov.co/d/rpmr-utcd
current_registry,secop_invoices,secop_invoices,ibyt-yi2f,SECOP II - Facturas,contracts,valid,partial,promoted,not_loaded,1,0,1,0,keep,high,"Promoted and visible in dependencies/output (1 signal refs, 0 evidence refs).",https://www.datos.gov.co/d/ibyt-yi2f
current_registry,secop_payment_plans,secop_payment_plans,uymx-8p3j,SECOP II - Plan de pagos,contracts,not_in_open_data_audit,partial,enrichment_only,not_loaded,1,0,1,3,keep_context,medium,Used as optional/supporting data by 1 signal(s).,https://www.datos.gov.co/d/uymx-8p3j
current_registry,secop_process_bpin,secop_process_bpin,d9na-abhe,SECOP II - BPIN por Proceso,contracts,not_in_open_data_audit,partial,enrichment_only,not_loaded,5,3,2,0,keep,high,Required by 3 signal(s); removing it breaks materialization.,https://www.datos.gov.co/d/d9na-abhe
current_registry,secop_budget_items,secop_budget_items,cwhv-7fnp,SECOP II - Rubros Presupuestales,contracts,valid,partial,quarantined,not_loaded,0,0,0,0,quarantine,not_useful_now,Explicitly quarantined in bootstrap; keep out of signal scoring until quality or join behavior is fixed.,https://www.datos.gov.co/d/cwhv-7fnp
current_registry,secop_offers,secop_offers,wi7w-2nvm,SECOP II - Ofertas Por Proceso,contracts,valid,partial,promoted,not_loaded,3,0,3,0,keep,high,"Promoted and visible in dependencies/output (3 signal refs, 0 evidence refs).",https://www.datos.gov.co/d/wi7w-2nvm
current_registry,secop_sanctions,secop_sanctions,it5q-hg94,SECOPII - Multas y Sanciones,sanctions,not_in_open_data_audit,partial,promoted,not_loaded,1,1,0,69,keep,high,Required by 1 signal(s); removing it breaks materialization.,https://www.datos.gov.co/d/it5q-hg94
current_registry,secop_interadmin_agreements,secop_interadmin_agreements,s484-c9k3,SECOP - Convenios Interadministrativos,contracts,valid,partial,promoted,not_loaded,0,0,0,0,keep_or_fix_deps,medium,"Promoted in registry, but current signal deps/output do not clearly use it; either wire it to signals or demote it.",https://www.datos.gov.co/d/s484-c9k3
current_registry,secop_suppliers,secop_suppliers,qmzu-gj57,SECOP II - Proveedores Registrados,identity,valid,partial,promoted,not_loaded,5,5,0,2,keep,high,Required by 5 signal(s); removing it breaks materialization.,https://www.datos.gov.co/d/qmzu-gj57
current_registry,sgr_expense_execution,sgr_expense_execution,qkv4-ek54,OVCF - SGR - Ejecución de Gastos,budget,not_in_open_data_audit,partial,promoted,not_loaded,1,0,1,0,keep,high,"Promoted and visible in dependencies/output (1 signal refs, 0 evidence refs).",https://www.datos.gov.co/d/qkv4-ek54
current_registry,sgr_projects,sgr_projects,mzgh-shtp,DNP-ProyectosSGR,budget,valid,partial,promoted,not_loaded,1,0,1,0,keep,high,"Promoted and visible in dependencies/output (1 signal refs, 0 evidence refs).",https://www.datos.gov.co/d/mzgh-shtp
current_registry,siri_antecedents,siri_antecedents,iaeu-rcn6,Antecedentes de SIRI,sanctions,not_in_open_data_audit,partial,promoted,not_loaded,0,0,0,34,keep,high,"Promoted and visible in dependencies/output (0 signal refs, 34 evidence refs).",https://www.datos.gov.co/d/iaeu-rcn6
current_registry,sigep_public_servants,sigep_public_servants,2jzx-383z,Conjunto servidores públicos,public_sector,not_in_open_data_audit,partial,promoted,not_loaded,2,1,1,0,keep,core,"Core source in bootstrap; it anchors contracts, sanctions, or public-official identity for many signals.",https://www.datos.gov.co/d/2jzx-383z
current_registry,sigep_sensitive_positions,sigep_sensitive_positions,5u9e-g5w9,Puestos Sensibles a la Corrupción,public_sector,not_in_open_data_audit,partial,promoted,not_loaded,1,0,1,0,keep,high,"Promoted and visible in dependencies/output (1 signal refs, 0 evidence refs).",https://www.datos.gov.co/d/5u9e-g5w9
current_registry,supersoc_top_companies,supersoc_top_companies,,Supersociedades - 1000 empresas más grandes,corporate,not_socrata,partial,enrichment_only,not_loaded,0,0,0,0,review_context,medium,"Useful enrichment category, but no direct current signal dependency/output evidence was found.",https://www.supersociedades.gov.co/datos-abiertos
colombia_open_data_audit,,,24ny-2dhf,SECTORES CRITICOS POR EXCESO DE VELOCIDAD,Transport Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/24ny-2dhf
colombia_open_data_audit,,,27ia-hnnb,Artesanias de Colombia S.A. - BIC. Registro Activos de información,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/27ia-hnnb
colombia_open_data_audit,,,28vu-5tx7,CERTIFICACIÓN DE LA FORMACIÓN PROFESIONAL INTEGRAL,Labor,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/28vu-5tx7
colombia_open_data_audit,,,2c5t-gyu8,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2c5t-gyu8
colombia_open_data_audit,,,2c7k-9iru,CUPOS EN FORMACIÓN PROFESIONAL INTEGRAL POR TIPO DE POBLACIÓN,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/2c7k-9iru
colombia_open_data_audit,,,2dev-ctu8,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2dev-ctu8
colombia_open_data_audit,,,2fn4-ai3h,Mesas Sectoriales SENA Base de Datos,Labor Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/2fn4-ai3h
colombia_open_data_audit,,,2iqs-g9cv,Funcionarios del Cuerpo Diplomático y Consular acreditado en Colombia,Foreign Affairs Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/2iqs-g9cv
colombia_open_data_audit,,,2m5e-hjvb,,Labor,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2m5e-hjvb
colombia_open_data_audit,,,2pks-3xre,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2pks-3xre
colombia_open_data_audit,,,2sa3-g6vq,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2sa3-g6vq
colombia_open_data_audit,,,2ugs-4kyn,,MINCIT Sectoral Roadmap 2026,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2ugs-4kyn
colombia_open_data_audit,,,2v94-3ypi,MEN_PROGRAMAS EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO,Education,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/2v94-3ypi
colombia_open_data_audit,,,2wvk-ve5b,,Agriculture and Rural Development Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2wvk-ve5b
colombia_open_data_audit,,,2x55-9wxm,Resultados Saber Pro Competencias Genericas 2019-2,Education,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/2x55-9wxm
colombia_open_data_audit,,,2xng-m3hx,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/2xng-m3hx
colombia_open_data_audit,,,2zn7-bez3,Entidades Acreditadas,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/2zn7-bez3
colombia_open_data_audit,,,35gt-f2xu,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/35gt-f2xu
colombia_open_data_audit,,,35kf-b7d5,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/35kf-b7d5
colombia_open_data_audit,,,36ay-utxu,UGPP - Tasa de Evasión Aportes al Sistema de la Protección Social,Finance and Public Credit Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/36ay-utxu
colombia_open_data_audit,,,36vw-pbq2,SECOP I - Modificaciones a Procesos,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/36vw-pbq2
colombia_open_data_audit,,,399d-euk9,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/399d-euk9
colombia_open_data_audit,,,3dfk-nu56,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/3dfk-nu56
colombia_open_data_audit,,,3em3-iem6,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/3em3-iem6
colombia_open_data_audit,,,3faq-g9ig,Demandas de Protección al Consumidor admitidas y terminadas por la Delegatura para Asuntos Jurisdiccionales de la Superintendencia de Industria y Comercio,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/3faq-g9ig
colombia_open_data_audit,,,3fbf-wags,Notificaciones por aviso y personales de la Superfinanciera,Finance and Public Credit Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/3fbf-wags
colombia_open_data_audit,,,3hdv-smhz,TVEC - Compras por item,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/3hdv-smhz
colombia_open_data_audit,,,3rv4-7k8i,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/3rv4-7k8i
colombia_open_data_audit,,,3u6j-kehn,,National Planning,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/3u6j-kehn
colombia_open_data_audit,,,3vv8-4r5t,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/3vv8-4r5t
colombia_open_data_audit,,,3wdf-ypyy,Servicios de Calibración Prestados - Instituto Nacional de Metrología,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/3wdf-ypyy
colombia_open_data_audit,,,3wjc-c36t,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/3wjc-c36t
colombia_open_data_audit,,,3wu5-k7f8,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/3wu5-k7f8
colombia_open_data_audit,secop_i_resource_origins,,3xwx-53wt,SECOP I - Origen de los Recursos,National Planning Sector Roadmap,valid,,,,0,0,0,0,keep,already_used,Already wired as `secop_i_resource_origins` in the current registry; judge it with the current-source row.,https://www.datos.gov.co/d/3xwx-53wt
colombia_open_data_audit,,,3y4s-dmxy,MEN_INDICADORES_PRIMERA_INFANCIA,Education,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/3y4s-dmxy
colombia_open_data_audit,,,489x-mu3c,"Número de Casos de Niños, Niñas y Adolescentes (NNA) reportados en SIRITI por cada Tipo de Vulnerabilidad a Nivel Nacional.",Labor,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/489x-mu3c
colombia_open_data_audit,,,4ak6-6gru,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/4ak6-6gru
colombia_open_data_audit,,,4bku-d9az,Actuaciones judiciales ante la Corte Constitucional realizadas por el Ministerio de Justicia y del Derecho,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/4bku-d9az
colombia_open_data_audit,,,4cym-4b76,Directorio Consultorios Jurídicos de las Instituciones de Educación Superior,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/4cym-4b76
colombia_open_data_audit,,,4d8c-6rts,,Culture Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/4d8c-6rts
colombia_open_data_audit,,,4e7j-65ci,Programa Escuelas Deportivas Para Todos,Sports Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/4e7j-65ci
colombia_open_data_audit,,,4ex9-j3n8,SECOP II - Contacto Entidades y Proveedores,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/4ex9-j3n8
colombia_open_data_audit,,,4hrb-y62g,MEN_ESTADISTICAS DE MATRICULA POR DEPARTAMENTOS_ES,Education Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/4hrb-y62g
colombia_open_data_audit,,,4iyy-8sme,Consolidado Escenarios Mindeporte,Sports Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/4iyy-8sme
colombia_open_data_audit,,,4mka-qdvc,Índice Información Clasificada Reservada,Culture Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/4mka-qdvc
colombia_open_data_audit,,,4n4q-k399,Multas y Sanciones SECOP I,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/4n4q-k399
colombia_open_data_audit,,,4n8q-3hdq,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/4n8q-3hdq
